campaign_id,campaign_name,platform_name,channel_group,campaign_objective,budget,actual_spend,start_date,end_date,target_country,target_segment,creative_type,owner_team,agency_name,kpi_goal,status,currency_code,impressions_target,clicks_target,created_at
CMP-004,LinkedIn Ads Jan 2024 748,LinkedIn Ads,B2B,Lead Generation,104086.51,95943.61,2024-01-28,2024-05-08,UK,Basic,Static,CRM,AdSpark,ROAS,Active,SAR,1031677,218606,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 749,Email Nurture,CRM,Retention,100424.56,83208.06,2024-01-29,2024-04-22,KSA,Basic,Carousel,Growth,MediaHub,CAC,Paused,EUR,262104,27358,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 750,Affiliate Network,Partner,Acquisition,47954.65,34026.65,2024-01-30,2024-04-22,KSA,Premium,Static,Brand,MediaHub,CAC,Active,GBP,2883690,192680,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 751,Google Ads,Search,Acquisition,132459.61,121710.16,2024-01-31,2024-02-23,KSA,Enterprise,Static,Performance,InHouse,CAC,Completed,SAR,2730059,246998,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 752,Meta Ads,Social,Acquisition,72874.85,54525.93,2024-02-01,2024-05-14,Kuwait,Basic,Search Text,Brand,AdSpark,Revenue,Paused,EGP,203663,12204,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 753,TikTok Ads,Social,Awareness,54331.05,37071.00,2024-02-02,2024-02-18,KSA,Basic,Search Text,Growth,AdSpark,ROAS,Paused,GBP,1138243,147965,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 754,LinkedIn Ads,B2B,Lead Generation,130961.51,86569.99,2024-02-03,2024-04-03,Qatar,Basic,Static,CRM,AdSpark,ROAS,Completed,KWD,349432,201474,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 755,Email Nurture,CRM,Retention,132558.56,117136.21,2024-02-04,2024-03-03,KSA,VIP,Carousel,Brand,BlueFox,Leads,Paused,BHD,604618,162699,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 756,Affiliate Network,Partner,Acquisition,52929.34,42650.15,2024-02-05,2024-04-09,KSA,Premium,Search Text,Performance,AdSpark,ROAS,Active,BHD,1881277,193508,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 757,Google Ads,Search,Acquisition,122010.40,112888.83,2024-02-06,2024-05-17,Kuwait,Premium,Search Text,CRM,BlueFox,Revenue,Active,EGP,1694956,201517,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 758,Meta Ads,Social,Acquisition,58489.05,56181.34,2024-02-07,2024-06-06,USA,Basic,Carousel,Brand,AdSpark,CAC,Paused,SAR,830394,143729,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 759,TikTok Ads,Social,Awareness,72718.45,55600.40,2024-02-08,2024-04-29,UAE,Premium,Static,CRM,BlueFox,Revenue,Active,QAR,1256208,207427,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 760,LinkedIn Ads,B2B,Lead Generation,133090.46,95873.51,2024-02-09,2024-04-13,Kuwait,Premium,Static,Growth,BlueFox,ROAS,Active,BHD,1755232,205245,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 761,Email Nurture,CRM,Retention,103261.28,74311.60,2024-02-10,2024-03-07,KSA,VIP,Static,Brand,MediaHub,ROAS,Completed,EUR,2240800,194232,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 762,Affiliate Network,Partner,Acquisition,32666.92,33295.19,2024-02-11,2024-04-18,UK,Enterprise,Video,Brand,AdSpark,Leads,Paused,EUR,2497873,134828,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 763,Google Ads,Search,Acquisition,139191.95,102526.04,2024-02-12,2024-04-27,USA,Basic,Video,Brand,MediaHub,Revenue,Completed,GBP,1694283,192086,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 764,Meta Ads,Social,Acquisition,104134.10,70967.72,2024-02-13,2024-03-27,Qatar,Premium,Static,Growth,MediaHub,Revenue,Active,EUR,1393409,157843,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 765,TikTok Ads,Social,Awareness,43463.61,29010.76,2024-02-14,2024-03-27,UK,Basic,Search Text,CRM,InHouse,ROAS,Completed,BHD,724453,34628,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 766,LinkedIn Ads,B2B,Lead Generation,25217.97,21231.66,2024-02-15,2024-05-04,USA,Basic,Video,Growth,AdSpark,Revenue,Completed,AED,2025188,88730,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 767,Email Nurture,CRM,Retention,68333.54,61167.32,2024-02-16,2024-05-26,UK,Enterprise,Carousel,Performance,InHouse,Leads,Active,EGP,456506,129537,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 768,Affiliate Network,Partner,Acquisition,18336.07,15925.14,2024-02-17,2024-03-17,Kuwait,VIP,Search Text,Brand,InHouse,ROAS,Active,EUR,332833,130110,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 769,Google Ads,Search,Acquisition,95512.70,88242.71,2024-02-18,2024-03-30,Qatar,Enterprise,Static,Growth,AdSpark,CAC,Active,EGP,2511389,121847,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 770,Meta Ads,Social,Acquisition,125254.85,103892.95,2024-02-19,2024-04-19,Egypt,Enterprise,Video,Performance,BlueFox,Revenue,Active,BHD,2361132,133937,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 771,TikTok Ads,Social,Awareness,15124.63,14907.93,2024-02-20,2024-03-14,USA,Basic,Search Text,CRM,InHouse,ROAS,Active,AED,2105436,21148,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 772,LinkedIn Ads,B2B,Lead Generation,148684.01,117344.93,2024-02-21,2024-04-29,Egypt,Basic,Search Text,CRM,MediaHub,Revenue,Active,GBP,332465,124261,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 773,Email Nurture,CRM,Retention,129425.46,101180.83,2024-02-22,2024-05-24,UAE,Basic,Carousel,Growth,MediaHub,Revenue,Completed,EGP,2532356,94652,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 774,Affiliate Network,Partner,Acquisition,45786.32,39209.36,2024-02-23,2024-06-11,Qatar,Premium,Carousel,Performance,MediaHub,ROAS,Active,BHD,1177910,193025,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 775,Google Ads,Search,Acquisition,91355.98,65013.56,2024-02-24,2024-04-05,Qatar,VIP,Video,Performance,BlueFox,ROAS,Completed,EGP,1363381,147184,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 776,Meta Ads,Social,Acquisition,95143.84,93927.63,2024-02-25,2024-03-18,UK,Enterprise,Search Text,CRM,InHouse,CAC,Completed,GBP,1712115,213624,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 777,TikTok Ads,Social,Awareness,19984.11,17322.23,2024-02-26,2024-03-15,USA,VIP,Carousel,Brand,InHouse,CAC,Completed,QAR,1345210,62277,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 778,LinkedIn Ads,B2B,Lead Generation,48464.79,35721.03,2024-02-27,2024-03-24,UAE,Premium,Video,Performance,AdSpark,Leads,Completed,AED,2738865,154916,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 779,Email Nurture,CRM,Retention,104973.00,81075.01,2024-02-28,2024-05-06,Bahrain,Premium,Carousel,Growth,MediaHub,ROAS,Paused,BHD,2677791,204528,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 780,Affiliate Network,Partner,Acquisition,50636.06,52068.21,2024-02-29,2024-04-07,KSA,Enterprise,Search Text,Growth,InHouse,CAC,Active,BHD,815765,245922,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 781,Google Ads,Search,Acquisition,69017.55,58063.61,2024-03-01,2024-05-08,Egypt,Basic,Search Text,CRM,BlueFox,ROAS,Completed,EGP,1291904,35761,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 782,Meta Ads,Social,Acquisition,27404.33,19684.38,2024-03-02,2024-06-07,UK,Basic,Static,Growth,AdSpark,CAC,Active,GBP,1829822,82964,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 783,TikTok Ads,Social,Awareness,135464.54,93153.25,2024-03-03,2024-04-25,KSA,VIP,Carousel,Brand,MediaHub,Leads,Completed,QAR,661381,176479,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 784,LinkedIn Ads,B2B,Lead Generation,6560.96,6083.66,2024-03-04,2024-06-11,USA,VIP,Video,Brand,AdSpark,Revenue,Paused,SAR,504992,176192,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 785,Email Nurture,CRM,Retention,78183.57,71377.53,2024-03-05,2024-06-21,Qatar,Enterprise,Carousel,Growth,BlueFox,ROAS,Paused,BHD,1484520,51437,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 786,Affiliate Network,Partner,Acquisition,81794.45,76287.43,2024-03-06,2024-06-07,USA,Enterprise,Video,Brand,BlueFox,CAC,Paused,KWD,401490,180405,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 787,Google Ads,Search,Acquisition,94291.20,80470.78,2024-03-07,2024-06-10,Egypt,Enterprise,Video,Growth,InHouse,CAC,Paused,EUR,1350184,162612,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 788,Meta Ads,Social,Acquisition,28823.31,25398.03,2024-03-08,2024-04-25,Egypt,Basic,Static,CRM,AdSpark,Revenue,Completed,EUR,1825220,153852,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 789,TikTok Ads,Social,Awareness,140608.13,115210.17,2024-03-09,2024-06-15,Egypt,Premium,Carousel,CRM,MediaHub,Revenue,Active,QAR,399504,219828,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 790,LinkedIn Ads,B2B,Lead Generation,94516.65,81918.18,2024-03-10,2024-04-01,USA,Basic,Static,Brand,MediaHub,Leads,Completed,EGP,1243360,1576,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 791,Email Nurture,CRM,Retention,64846.70,46759.00,2024-03-11,2024-05-12,USA,VIP,Search Text,CRM,MediaHub,Leads,Completed,GBP,1008789,68463,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 792,Affiliate Network,Partner,Acquisition,71950.69,49718.72,2024-03-12,2024-04-21,Kuwait,Enterprise,Carousel,Growth,AdSpark,Leads,Paused,EGP,1202351,66297,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 793,Google Ads,Search,Acquisition,85178.96,68440.24,2024-03-13,2024-06-28,Egypt,VIP,Carousel,Growth,AdSpark,Leads,Active,KWD,101053,152419,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 794,Meta Ads,Social,Acquisition,26137.20,24925.67,2024-03-14,2024-05-11,Qatar,VIP,Search Text,Growth,MediaHub,Revenue,Completed,EUR,1198578,86657,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 795,TikTok Ads,Social,Awareness,49761.96,34258.64,2024-03-15,2024-04-24,Bahrain,Enterprise,Carousel,Growth,BlueFox,Revenue,Active,GBP,29001,10865,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 796,LinkedIn Ads,B2B,Lead Generation,89603.84,79342.51,2024-03-16,2024-07-05,UK,Premium,Search Text,CRM,BlueFox,Leads,Completed,EUR,2807441,99904,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 797,Email Nurture,CRM,Retention,144504.98,118765.72,2024-03-17,2024-06-05,UK,Enterprise,Video,Performance,InHouse,Revenue,Completed,AED,1827099,154155,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 798,Affiliate Network,Partner,Acquisition,14580.52,10998.74,2024-03-18,2024-04-07,Bahrain,Basic,Video,Growth,MediaHub,Leads,Completed,BHD,440457,89269,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 799,Google Ads,Search,Acquisition,73104.30,58000.85,2024-03-19,2024-05-22,Kuwait,VIP,Video,Brand,InHouse,Revenue,Active,SAR,1622120,129816,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 800,Meta Ads,Social,Acquisition,45294.61,39641.39,2024-03-20,2024-06-26,Egypt,Premium,Carousel,CRM,BlueFox,Revenue,Completed,KWD,88209,232458,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 801,TikTok Ads,Social,Awareness,49982.36,50668.74,2024-03-21,2024-05-09,Qatar,Enterprise,Search Text,CRM,AdSpark,Leads,Paused,AED,579227,217222,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 802,LinkedIn Ads,B2B,Lead Generation,112909.71,85327.83,2024-03-22,2024-07-05,Egypt,Enterprise,Video,Performance,MediaHub,Leads,Paused,SAR,1271070,9727,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 803,Email Nurture,CRM,Retention,50904.88,53049.76,2024-03-23,2024-04-22,USA,VIP,Search Text,Performance,MediaHub,Revenue,Paused,SAR,2648993,108812,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 804,Affiliate Network,Partner,Acquisition,113869.67,97577.28,2024-03-24,2024-07-13,UK,Premium,Search Text,Growth,AdSpark,CAC,Paused,KWD,935828,5966,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 805,Google Ads,Search,Acquisition,126304.98,83196.37,2024-03-25,2024-07-09,KSA,Premium,Search Text,Performance,BlueFox,ROAS,Completed,GBP,16433,199991,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 806,Meta Ads,Social,Acquisition,97119.66,82696.03,2024-03-26,2024-05-16,Qatar,Premium,Search Text,Performance,BlueFox,Revenue,Paused,AED,916954,102526,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 807,TikTok Ads,Social,Awareness,63413.18,42527.55,2024-03-27,2024-05-21,USA,Enterprise,Static,Brand,BlueFox,Leads,Active,QAR,1700163,134344,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 808,LinkedIn Ads,B2B,Lead Generation,90466.91,85842.55,2024-03-28,2024-07-19,USA,Premium,Video,Growth,MediaHub,CAC,Active,KWD,1854421,179160,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 809,Email Nurture,CRM,Retention,15139.04,14164.48,2024-03-29,2024-06-04,UAE,Enterprise,Static,Growth,AdSpark,Leads,Paused,KWD,1943507,121992,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 810,Affiliate Network,Partner,Acquisition,27612.78,22515.20,2024-03-30,2024-06-06,Egypt,Enterprise,Static,Performance,AdSpark,Leads,Completed,AED,2146747,162022,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 811,Google Ads,Search,Acquisition,137394.86,122581.14,2024-03-31,2024-06-23,Bahrain,VIP,Search Text,Brand,BlueFox,Leads,Completed,GBP,1206465,221020,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 812,Meta Ads,Social,Acquisition,107503.60,75826.04,2024-04-01,2024-06-18,Qatar,Premium,Search Text,Performance,BlueFox,ROAS,Active,BHD,1642814,123088,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 813,TikTok Ads,Social,Awareness,84520.75,64451.89,2024-04-02,2024-06-08,UK,Premium,Video,Performance,AdSpark,Revenue,Paused,SAR,1302371,157440,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 814,LinkedIn Ads,B2B,Lead Generation,53908.38,41467.35,2024-04-03,2024-06-12,KSA,VIP,Search Text,CRM,MediaHub,ROAS,Completed,AED,145552,169650,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 815,Email Nurture,CRM,Retention,8883.67,8798.76,2024-04-04,2024-07-18,UAE,Enterprise,Carousel,Performance,BlueFox,CAC,Active,QAR,1114744,91021,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 816,Affiliate Network,Partner,Acquisition,79749.39,82415.90,2024-04-05,2024-05-20,Qatar,Enterprise,Carousel,CRM,BlueFox,CAC,Active,EGP,1736450,113679,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 817,Google Ads,Search,Acquisition,95432.08,96975.09,2024-04-06,2024-04-24,UAE,Basic,Carousel,Performance,InHouse,ROAS,Active,AED,1039763,214629,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 818,Meta Ads,Social,Acquisition,88567.32,84261.68,2024-04-07,2024-05-30,Qatar,Enterprise,Video,Growth,AdSpark,Leads,Active,SAR,2306878,27686,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 819,TikTok Ads,Social,Awareness,133236.26,113377.79,2024-04-08,2024-07-18,Bahrain,VIP,Search Text,Performance,InHouse,Leads,Completed,QAR,1982932,118618,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 820,LinkedIn Ads,B2B,Lead Generation,138650.89,118448.16,2024-04-09,2024-06-16,Kuwait,Enterprise,Video,Brand,AdSpark,Revenue,Paused,EUR,2306633,233112,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 821,Email Nurture,CRM,Retention,106809.13,70101.94,2024-04-10,2024-05-12,Qatar,Premium,Carousel,Performance,BlueFox,Leads,Active,SAR,1168577,189305,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 822,Affiliate Network,Partner,Acquisition,105804.78,98045.29,2024-04-11,2024-05-16,UAE,Premium,Static,Performance,AdSpark,Leads,Active,KWD,1177020,220722,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 823,Google Ads,Search,Acquisition,102700.55,92354.16,2024-04-12,2024-06-26,Kuwait,Premium,Static,Growth,BlueFox,ROAS,Paused,SAR,917150,230551,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 824,Meta Ads,Social,Acquisition,80726.25,64616.40,2024-04-13,2024-05-08,UK,Enterprise,Carousel,Performance,MediaHub,CAC,Completed,SAR,1072544,119956,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 825,TikTok Ads,Social,Awareness,111616.13,87711.71,2024-04-14,2024-07-30,UK,Enterprise,Carousel,Brand,MediaHub,ROAS,Active,KWD,2550521,69801,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 826,LinkedIn Ads,B2B,Lead Generation,17260.52,17640.41,2024-04-15,2024-06-04,Egypt,Premium,Search Text,CRM,BlueFox,ROAS,Completed,EUR,1744847,82289,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 827,Email Nurture,CRM,Retention,72901.77,50171.35,2024-04-16,2024-07-02,KSA,Premium,Carousel,Growth,MediaHub,ROAS,Active,KWD,2166361,99012,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 828,Affiliate Network,Partner,Acquisition,41595.29,42754.57,2024-04-17,2024-05-26,Kuwait,VIP,Video,Brand,MediaHub,Leads,Completed,EGP,2919867,32176,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 829,Google Ads,Search,Acquisition,83455.85,65191.32,2024-04-18,2024-07-03,UAE,VIP,Video,CRM,AdSpark,Leads,Paused,SAR,1590370,121773,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 830,Meta Ads,Social,Acquisition,114168.96,82330.18,2024-04-19,2024-06-16,USA,Basic,Static,Brand,InHouse,ROAS,Completed,AED,832410,140688,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 831,TikTok Ads,Social,Awareness,123230.39,122794.09,2024-04-20,2024-05-12,USA,VIP,Static,CRM,BlueFox,CAC,Active,KWD,2418508,122454,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 832,LinkedIn Ads,B2B,Lead Generation,126495.25,131710.64,2024-04-21,2024-08-08,UAE,Basic,Static,Growth,BlueFox,CAC,Paused,GBP,1248125,24770,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 833,Email Nurture,CRM,Retention,45766.99,37100.14,2024-04-22,2024-05-17,USA,Premium,Video,Brand,BlueFox,Leads,Active,AED,273284,85076,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 834,Affiliate Network,Partner,Acquisition,7770.73,5234.01,2024-04-23,2024-06-04,UK,VIP,Video,Performance,AdSpark,ROAS,Completed,SAR,209030,162648,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 835,Google Ads,Search,Acquisition,62275.53,55771.76,2024-04-24,2024-08-10,UK,VIP,Carousel,Performance,AdSpark,Revenue,Active,QAR,1375398,233350,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 836,Meta Ads,Social,Acquisition,19712.54,17215.84,2024-04-25,2024-06-16,Egypt,Basic,Static,Performance,BlueFox,Leads,Active,AED,1758924,81422,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 837,TikTok Ads,Social,Awareness,14141.05,12688.05,2024-04-26,2024-08-05,KSA,Basic,Search Text,Growth,AdSpark,Revenue,Completed,SAR,82432,16433,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 838,LinkedIn Ads,B2B,Lead Generation,133451.86,132107.86,2024-04-27,2024-08-15,Egypt,Premium,Carousel,CRM,InHouse,Revenue,Completed,EGP,1760716,217066,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 839,Email Nurture,CRM,Retention,138908.17,98732.87,2024-04-28,2024-07-15,KSA,Enterprise,Carousel,Performance,MediaHub,Revenue,Completed,EUR,622412,8989,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 840,Affiliate Network,Partner,Acquisition,30645.81,23241.66,2024-04-29,2024-07-19,KSA,Basic,Video,Brand,MediaHub,CAC,Completed,KWD,2074757,34949,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 841,Google Ads,Search,Acquisition,21635.04,19491.42,2024-04-30,2024-08-19,UAE,Premium,Static,CRM,InHouse,ROAS,Completed,BHD,1131269,147500,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 842,Meta Ads,Social,Acquisition,93121.32,87907.12,2024-05-01,2024-06-27,UK,Premium,Search Text,Growth,MediaHub,Leads,Active,QAR,1413737,49828,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 843,TikTok Ads,Social,Awareness,122087.50,95530.18,2024-05-02,2024-08-15,UAE,Premium,Search Text,Growth,AdSpark,ROAS,Paused,AED,737722,208433,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 844,LinkedIn Ads,B2B,Lead Generation,28925.47,18949.58,2024-05-03,2024-08-31,Qatar,VIP,Search Text,Brand,AdSpark,Revenue,Completed,KWD,184726,189223,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 845,Email Nurture,CRM,Retention,5447.48,5437.95,2024-05-04,2024-07-31,Qatar,Enterprise,Search Text,Brand,MediaHub,ROAS,Active,EUR,1390886,165365,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 846,Affiliate Network,Partner,Acquisition,65849.45,46345.82,2024-05-05,2024-07-03,Bahrain,Enterprise,Search Text,Brand,AdSpark,CAC,Active,GBP,1643064,173753,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 847,Google Ads,Search,Acquisition,63670.19,44644.95,2024-05-06,2024-05-26,Egypt,Basic,Video,Growth,MediaHub,Revenue,Active,QAR,2031631,218765,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 848,Meta Ads,Social,Acquisition,43009.94,40915.12,2024-05-07,2024-08-04,KSA,Basic,Static,Growth,MediaHub,Leads,Active,QAR,2195464,154842,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 849,TikTok Ads,Social,Awareness,148568.61,115743.99,2024-05-08,2024-09-01,USA,Premium,Carousel,Brand,InHouse,ROAS,Paused,BHD,2372893,192647,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 850,LinkedIn Ads,B2B,Lead Generation,143640.91,106774.52,2024-05-09,2024-05-29,Bahrain,Premium,Static,Brand,InHouse,Revenue,Paused,GBP,2692696,15757,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 851,Email Nurture,CRM,Retention,85531.12,80526.28,2024-05-10,2024-09-05,Egypt,Enterprise,Search Text,Growth,BlueFox,Revenue,Completed,EUR,1401370,100614,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 852,Affiliate Network,Partner,Acquisition,99802.77,88545.06,2024-05-11,2024-08-21,Egypt,VIP,Static,CRM,MediaHub,ROAS,Active,GBP,657023,65348,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 853,Google Ads,Search,Acquisition,33030.95,27241.15,2024-05-12,2024-07-12,Qatar,Enterprise,Carousel,Performance,AdSpark,Revenue,Completed,BHD,2117142,5842,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 854,Meta Ads,Social,Acquisition,142465.33,108475.49,2024-05-13,2024-08-13,USA,Enterprise,Carousel,Brand,BlueFox,Revenue,Paused,EGP,342815,61568,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 855,TikTok Ads,Social,Awareness,96154.40,65621.95,2024-05-14,2024-07-12,Bahrain,VIP,Carousel,Brand,MediaHub,Revenue,Paused,BHD,1169448,23802,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 856,LinkedIn Ads,B2B,Lead Generation,11526.76,10425.33,2024-05-15,2024-08-24,Kuwait,Premium,Search Text,Performance,BlueFox,ROAS,Completed,SAR,2598288,163219,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 857,Email Nurture,CRM,Retention,64811.32,50802.88,2024-05-16,2024-08-01,UK,Enterprise,Carousel,Brand,InHouse,Leads,Completed,EUR,1313088,233448,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 858,Affiliate Network,Partner,Acquisition,92483.85,76413.85,2024-05-17,2024-06-14,Kuwait,Premium,Video,Growth,MediaHub,Leads,Completed,EGP,265959,219908,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 859,Google Ads,Search,Acquisition,60608.38,44042.20,2024-05-18,2024-06-15,UAE,Basic,Carousel,Performance,MediaHub,CAC,Paused,EGP,539542,138448,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 860,Meta Ads,Social,Acquisition,114380.03,110577.14,2024-05-19,2024-07-07,USA,VIP,Static,Performance,AdSpark,Revenue,Completed,AED,2391213,165739,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 861,TikTok Ads,Social,Awareness,115411.25,95140.14,2024-05-20,2024-08-08,UAE,Basic,Video,Brand,InHouse,CAC,Active,QAR,2331751,2312,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 862,LinkedIn Ads,B2B,Lead Generation,126098.79,98793.05,2024-05-21,2024-06-13,USA,Enterprise,Static,Brand,AdSpark,Revenue,Completed,BHD,447578,244412,2024-01-01T00:00:00+00:00
