transaction_id,customer_id,product_id,campaign_id,store_id,session_id,transaction_date,quantity,price,total_amount,order_id,payment_method,currency_code,country_code,city,sales_channel,device_type,promo_code,discount_amount,tax_amount,shipping_amount,fulfillment_status,transaction_status
T00381,C0165,P102,CMP-002,STR-002,SES-000381,9/13/2023,3,876.23,2496.96,ORD-00381,Cash,KWD,KSA,Dammam,Marketplace,Desktop,RAMADAN20,282.73,117.30,33.70,Packed,Completed
T00382,C0594,P103,CMP-005,STR-006,SES-000382,10/30/2023,5,73.49,367.96,ORD-00382,Google Pay,SAR,KSA,Jeddah,Marketplace,Desktop,VIP15,49.40,15.90,34.01,Packed,Refunded
T00383,C0438,P104,CMP-004,STR-005,SES-000383,12/26/2022,3,1442.95,3953.87,ORD-00383,Google Pay,EUR,KSA,Jeddah,Marketplace,Desktop,RAMADAN20,607.24,186.08,46.18,Returned,Pending
T00384,C0367,P106,CMP-006,STR-004,SES-000384,9/22/2024,6,31.60,219.98,ORD-00384,Google Pay,AED,KSA,Dammam,Marketplace,Desktop,RAMADAN20,3.34,9.31,24.41,In Transit,Completed
T00385,C0069,P102,CMP-003,STR-005,SES-000385,1/11/2022,3,933.96,2607.10,ORD-00385,Bank Transfer,BHD,USA,Chicago,Online,Desktop,WELCOME10,367.12,121.74,50.60,Returned,Completed
T00386,C0387,P110,CMP-004,STR-005,SES-000386,1/2/2024,1,1275.91,1277.21,ORD-00386,Google Pay,EUR,UAE,Dubai,Marketplace,Mobile,RAMADAN20,104.39,58.58,47.11,Packed,Pending
T00387,C0722,P103,CMP-005,STR-003,SES-000387,3/6/2022,6,461.23,2769.54,ORD-00387,Google Pay,AED,UK,Birmingham,Retail,Tablet,WELCOME10,173.32,129.70,45.78,Delivered,Pending
T00388,C0162,P103,CMP-003,STR-002,SES-000388,8/14/2022,2,1154.78,2162.80,ORD-00388,Apple Pay,QAR,KSA,Riyadh,Marketplace,Tablet,RAMADAN20,281.81,101.39,33.66,Packed,Refunded
T00389,C0388,P104,CMP-003,STR-006,SES-000389,7/16/2022,3,779.46,2409.42,ORD-00389,Credit Card,KWD,UAE,Sharjah,Retail,Mobile,WELCOME10,92.44,112.30,51.18,In Transit,Completed
T00390,C0379,P109,CMP-005,STR-002,SES-000390,10/4/2023,2,1348.91,2425.71,ORD-00390,Cash,QAR,Egypt,Alexandria,Retail,Tablet,NONE,400.59,114.86,13.62,Returned,Pending
T00391,C0356,P104,CMP-003,STR-006,SES-000391,11/27/2023,2,221.87,455.07,ORD-00391,Google Pay,SAR,UAE,Dubai,Online,Mobile,NONE,47.62,19.81,39.14,Delivered,Pending
T00392,C0092,P108,CMP-006,STR-003,SES-000392,7/25/2024,2,1155.07,2398.30,ORD-00392,Cash,EUR,Qatar,Al Rayyan,Online,Mobile,RAMADAN20,42.45,113.38,17.23,Delivered,Pending
T00393,C0556,P110,CMP-006,STR-001,SES-000393,4/21/2022,3,1012.44,3114.09,ORD-00393,Google Pay,EUR,USA,New York,Retail,Mobile,RAMADAN20,128.40,145.45,59.72,In Transit,Completed
T00394,C0029,P106,CMP-005,STR-004,SES-000394,1/22/2024,5,331.71,1563.00,ORD-00394,Google Pay,QAR,Bahrain,Manama,Online,Mobile,NONE,226.66,71.59,59.52,In Transit,Completed
T00395,C0018,P109,CMP-003,STR-001,SES-000395,11/18/2024,2,829.38,1524.14,ORD-00395,Google Pay,AED,Bahrain,Riffa,Marketplace,Tablet,RAMADAN20,230.46,71.42,24.42,Packed,Completed
T00396,C0337,P101,CMP-006,STR-003,SES-000396,9/29/2023,1,518.53,508.40,ORD-00396,Cash,GBP,UAE,Dubai,Marketplace,Desktop,RAMADAN20,68.98,22.48,36.37,Returned,Completed
T00397,C0857,P108,CMP-005,STR-004,SES-000397,3/2/2022,6,617.84,3387.57,ORD-00397,Google Pay,SAR,UK,Birmingham,Online,Desktop,NONE,505.00,160.10,25.43,Packed,Pending
T00398,C0269,P109,CMP-002,STR-004,SES-000398,10/4/2023,3,892.25,2715.08,ORD-00398,Bank Transfer,BHD,Egypt,Giza,Retail,Mobile,RAMADAN20,146.35,126.52,58.16,Packed,Completed
T00399,C0426,P110,CMP-006,STR-001,SES-000399,2/7/2024,4,855.95,3248.06,ORD-00399,Credit Card,EUR,UAE,Dubai,Online,Tablet,WELCOME10,344.80,153.95,15.11,Returned,Refunded
T00400,C0128,P101,CMP-001,STR-002,SES-000400,4/7/2023,3,1226.03,3482.43,ORD-00400,Cash,QAR,Egypt,Giza,Marketplace,Tablet,RAMADAN20,363.04,165.75,1.63,Delivered,Completed
T00401,C0975,P108,CMP-002,STR-006,SES-000401,6/19/2023,5,410.50,2112.97,ORD-00401,Bank Transfer,GBP,Kuwait,Hawalli,Online,Desktop,VIP15,59.93,99.63,20.77,In Transit,Pending
T00402,C0710,P102,CMP-002,STR-006,SES-000402,8/27/2024,6,804.90,4415.36,ORD-00402,Cash,SAR,Bahrain,Riffa,Retail,Tablet,NONE,630.75,209.93,6.78,Delivered,Completed
T00403,C0240,P108,CMP-005,STR-003,SES-000403,11/24/2022,2,323.00,661.23,ORD-00403,Credit Card,BHD,UAE,Abu Dhabi,Online,Tablet,RAMADAN20,25.77,31.01,9.99,Delivered,Completed
T00404,C0502,P109,CMP-004,STR-005,SES-000404,5/2/2024,2,387.39,796.87,ORD-00404,Cash,AED,Kuwait,Kuwait City,Retail,Tablet,NONE,59.26,35.78,45.57,Packed,Completed
T00405,C0177,P101,CMP-005,STR-002,SES-000405,1/6/2023,1,475.22,499.66,ORD-00405,Apple Pay,KWD,Egypt,Cairo,Online,Tablet,RAMADAN20,37.00,21.91,39.53,Delivered,Refunded
T00406,C0902,P105,CMP-005,STR-003,SES-000406,9/1/2024,1,1209.61,1280.99,ORD-00406,Apple Pay,KWD,USA,New York,Retail,Tablet,NONE,6.24,60.17,17.45,Delivered,Completed
T00407,C0524,P105,CMP-002,STR-002,SES-000407,7/18/2023,1,760.38,746.14,ORD-00407,Apple Pay,SAR,Kuwait,Kuwait City,Online,Desktop,RAMADAN20,80.58,33.99,32.35,In Transit,Completed
T00408,C0264,P101,CMP-002,STR-001,SES-000408,12/1/2023,6,1009.66,5833.14,ORD-00408,Credit Card,BHD,KSA,Dammam,Online,Mobile,WELCOME10,521.57,276.82,19.93,In Transit,Pending
T00409,C0118,P104,CMP-004,STR-005,SES-000409,12/1/2022,2,94.14,199.15,ORD-00409,Apple Pay,BHD,Egypt,Giza,Retail,Desktop,VIP15,17.74,8.53,20.08,In Transit,Refunded
T00410,C0180,P102,CMP-001,STR-004,SES-000410,7/14/2024,1,959.96,947.52,ORD-00410,Apple Pay,SAR,Bahrain,Manama,Online,Desktop,NONE,60.05,45.00,2.61,Returned,Refunded
T00411,C0444,P105,CMP-006,STR-006,SES-000411,11/23/2023,6,1230.34,7348.70,ORD-00411,Apple Pay,SAR,KSA,Jeddah,Retail,Mobile,VIP15,430.60,347.57,49.69,Delivered,Completed
T00412,C0108,P104,CMP-003,STR-003,SES-000412,2/12/2024,5,1380.63,6237.00,ORD-00412,Cash,KWD,UK,Birmingham,Online,Tablet,WELCOME10,1013.54,294.48,52.91,Delivered,Pending
T00413,C0293,P109,CMP-005,STR-005,SES-000413,6/10/2023,3,425.57,1192.31,ORD-00413,Cash,BHD,Egypt,Cairo,Online,Desktop,VIP15,174.55,55.11,35.04,Returned,Completed
T00414,C0675,P101,CMP-003,STR-004,SES-000414,5/29/2023,3,1487.65,4235.76,ORD-00414,Google Pay,EUR,UK,Birmingham,Online,Tablet,VIP15,454.48,200.42,26.87,Delivered,Completed
T00415,C0833,P107,CMP-003,STR-001,SES-000415,8/4/2023,3,406.43,1247.54,ORD-00415,Bank Transfer,QAR,Kuwait,Kuwait City,Retail,Mobile,VIP15,76.93,57.12,48.06,In Transit,Completed
T00416,C0325,P103,CMP-006,STR-005,SES-000416,11/12/2024,5,1007.85,5001.31,ORD-00416,Credit Card,GBP,UK,Birmingham,Online,Desktop,WELCOME10,297.75,237.08,22.73,Delivered,Refunded
T00417,C0951,P109,CMP-003,STR-002,SES-000417,6/6/2022,2,1410.22,2964.57,ORD-00417,Cash,BHD,KSA,Jeddah,Marketplace,Desktop,WELCOME10,41.43,138.95,46.61,Packed,Refunded
T00418,C0497,P108,CMP-002,STR-006,SES-000418,6/22/2024,6,204.92,1271.04,ORD-00418,Apple Pay,QAR,USA,Austin,Online,Mobile,VIP15,66.77,58.14,50.15,Delivered,Completed
T00419,C0873,P109,CMP-006,STR-002,SES-000419,7/18/2023,1,299.41,302.82,ORD-00419,Bank Transfer,EGP,Kuwait,Kuwait City,Online,Desktop,VIP15,21.32,13.90,10.83,Delivered,Pending
T00420,C0495,P106,CMP-002,STR-004,SES-000420,4/11/2022,6,101.64,608.74,ORD-00420,Cash,BHD,UAE,Abu Dhabi,Marketplace,Mobile,WELCOME10,39.30,28.53,9.67,In Transit,Completed
T00421,C0100,P101,CMP-005,STR-003,SES-000421,12/20/2024,2,1452.30,2860.76,ORD-00421,Cash,EGP,Egypt,Giza,Marketplace,Mobile,WELCOME10,200.43,135.21,21.38,Delivered,Pending
T00422,C0619,P105,CMP-003,STR-001,SES-000422,5/5/2022,5,796.90,3737.35,ORD-00422,Cash,SAR,Egypt,Giza,Retail,Mobile,NONE,457.35,176.36,33.84,In Transit,Completed
T00423,C0575,P102,CMP-004,STR-006,SES-000423,4/27/2023,3,223.98,662.24,ORD-00423,Apple Pay,GBP,Bahrain,Manama,Retail,Tablet,VIP15,64.76,30.36,24.70,In Transit,Completed
T00424,C0831,P105,CMP-002,STR-002,SES-000424,8/5/2023,5,1023.86,4847.08,ORD-00424,Bank Transfer,EGP,USA,Chicago,Retail,Mobile,VIP15,546.96,228.62,46.12,Delivered,Pending
T00425,C0692,P104,CMP-002,STR-003,SES-000425,10/31/2022,3,1168.38,3281.59,ORD-00425,Credit Card,AED,Egypt,Cairo,Retail,Tablet,NONE,435.31,153.49,58.27,Returned,Completed
T00426,C0115,P107,CMP-002,STR-002,SES-000426,10/1/2022,3,980.72,3118.45,ORD-00426,Bank Transfer,EGP,KSA,Dammam,Marketplace,Desktop,RAMADAN20,1.68,147.02,30.95,Packed,Pending
T00427,C0755,P101,CMP-004,STR-001,SES-000427,10/5/2022,1,1368.30,1430.47,ORD-00427,Cash,EUR,Egypt,Giza,Retail,Mobile,NONE,34.28,66.70,29.75,Packed,Completed
T00428,C0872,P102,CMP-005,STR-005,SES-000428,1/2/2023,4,1153.72,4138.86,ORD-00428,Cash,KWD,UAE,Dubai,Online,Mobile,RAMADAN20,689.73,196.26,17.45,Returned,Pending
T00429,C0597,P102,CMP-003,STR-002,SES-000429,3/8/2023,1,157.79,174.25,ORD-00429,Cash,KWD,USA,New York,Online,Desktop,RAMADAN20,18.32,6.97,27.81,In Transit,Completed
T00430,C0954,P102,CMP-005,STR-001,SES-000430,4/18/2022,3,432.17,1207.64,ORD-00430,Bank Transfer,BHD,UK,Birmingham,Marketplace,Mobile,NONE,189.32,55.36,45.09,Packed,Completed
T00431,C0100,P107,CMP-002,STR-003,SES-000431,8/23/2024,3,160.86,433.16,ORD-00431,Bank Transfer,EUR,Egypt,Giza,Retail,Desktop,RAMADAN20,71.15,20.57,1.16,In Transit,Completed
T00432,C0600,P108,CMP-006,STR-002,SES-000432,7/8/2023,4,1458.01,5378.61,ORD-00432,Cash,QAR,UAE,Sharjah,Marketplace,Tablet,NONE,714.75,255.86,5.46,Returned,Completed
T00433,C0882,P101,CMP-002,STR-001,SES-000433,12/23/2022,5,1212.28,5864.32,ORD-00433,Apple Pay,BHD,Qatar,Al Rayyan,Online,Desktop,NONE,487.30,278.70,11.52,Delivered,Completed
T00434,C0611,P109,CMP-001,STR-006,SES-000434,2/26/2023,6,152.49,947.63,ORD-00434,Bank Transfer,AED,Qatar,Doha,Marketplace,Mobile,RAMADAN20,21.17,44.69,9.17,Returned,Completed
T00435,C0571,P103,CMP-006,STR-003,SES-000435,11/24/2022,2,874.24,1797.06,ORD-00435,Bank Transfer,KWD,Kuwait,Kuwait City,Retail,Tablet,VIP15,85.50,83.15,50.93,Returned,Refunded
T00436,C0228,P102,CMP-004,STR-005,SES-000436,7/8/2022,3,571.61,1614.79,ORD-00436,Credit Card,GBP,Qatar,Al Rayyan,Marketplace,Desktop,WELCOME10,231.34,74.17,57.13,In Transit,Completed
T00437,C0163,P104,CMP-004,STR-002,SES-000437,6/8/2023,4,650.61,2421.94,ORD-00437,Apple Pay,EGP,Kuwait,Hawalli,Marketplace,Tablet,RAMADAN20,338.42,113.20,44.72,Returned,Completed
T00438,C0505,P105,CMP-006,STR-004,SES-000438,1/25/2022,3,1212.00,3268.10,ORD-00438,Apple Pay,EGP,Kuwait,Hawalli,Marketplace,Tablet,WELCOME10,542.69,154.67,20.12,Delivered,Completed
T00439,C0612,P107,CMP-003,STR-002,SES-000439,1/21/2024,3,916.33,2678.46,ORD-00439,Apple Pay,BHD,Qatar,Al Rayyan,Online,Tablet,RAMADAN20,219.53,126.47,22.53,Delivered,Completed
T00440,C0298,P109,CMP-005,STR-004,SES-000440,3/31/2023,1,185.08,213.86,ORD-00440,Google Pay,GBP,Qatar,Al Rayyan,Retail,Tablet,VIP15,1.29,9.19,20.88,Packed,Completed
T00441,C0099,P106,CMP-003,STR-002,SES-000441,6/7/2023,1,162.75,214.78,ORD-00441,Apple Pay,BHD,UK,Manchester,Retail,Mobile,RAMADAN20,0.56,8.11,44.48,Delivered,Pending
T00442,C0824,P109,CMP-002,STR-003,SES-000442,12/15/2024,6,1128.82,6218.75,ORD-00442,Apple Pay,EUR,UAE,Sharjah,Marketplace,Desktop,VIP15,906.64,293.31,59.16,Returned,Completed
T00443,C0784,P110,CMP-004,STR-005,SES-000443,9/16/2024,3,221.15,675.28,ORD-00443,Cash,AED,UAE,Dubai,Retail,Desktop,WELCOME10,73.01,29.52,55.32,Returned,Pending
T00444,C0172,P108,CMP-003,STR-004,SES-000444,11/20/2024,3,888.16,2630.39,ORD-00444,Google Pay,AED,Qatar,Doha,Retail,Desktop,RAMADAN20,197.74,123.34,40.31,Returned,Completed
T00445,C0782,P106,CMP-002,STR-001,SES-000445,11/13/2024,1,516.99,593.89,ORD-00445,Bank Transfer,QAR,UK,Birmingham,Marketplace,Mobile,NONE,0.44,25.83,51.51,Packed,Completed
T00446,C0823,P105,CMP-004,STR-004,SES-000446,5/26/2022,6,1077.99,6253.73,ORD-00446,Bank Transfer,KWD,Egypt,Alexandria,Online,Mobile,RAMADAN20,545.91,296.10,35.60,Delivered,Completed
T00447,C0899,P101,CMP-006,STR-002,SES-000447,1/24/2024,5,969.93,4951.02,ORD-00447,Cash,BHD,KSA,Jeddah,Marketplace,Desktop,NONE,138.60,235.55,4.42,In Transit,Completed
T00448,C0835,P103,CMP-001,STR-005,SES-000448,5/19/2023,4,137.55,519.65,ORD-00448,Google Pay,QAR,UAE,Sharjah,Marketplace,Desktop,NONE,56.45,24.69,1.21,Returned,Completed
T00449,C0728,P110,CMP-006,STR-003,SES-000449,5/26/2022,6,109.58,665.79,ORD-00449,Credit Card,EUR,UAE,Abu Dhabi,Retail,Tablet,WELCOME10,42.15,30.77,19.69,Packed,Pending
T00450,C0914,P110,CMP-003,STR-001,SES-000450,5/26/2022,1,697.69,694.18,ORD-00450,Apple Pay,BHD,Kuwait,Kuwait City,Online,Tablet,RAMADAN20,87.12,30.53,53.08,Delivered,Pending
T00451,C0271,P107,CMP-004,STR-005,SES-000451,4/27/2022,5,711.26,3300.25,ORD-00451,Apple Pay,SAR,Egypt,Alexandria,Marketplace,Tablet,WELCOME10,426.59,156.49,14.05,Returned,Completed
T00452,C0625,P103,CMP-004,STR-003,SES-000452,4/27/2024,1,149.40,180.47,ORD-00452,Cash,BHD,Bahrain,Riffa,Marketplace,Desktop,NONE,0.36,7.45,23.98,Delivered,Pending
T00453,C0706,P108,CMP-001,STR-001,SES-000453,11/17/2024,2,220.09,459.87,ORD-00453,Bank Transfer,EUR,Bahrain,Riffa,Retail,Mobile,NONE,41.58,19.93,41.34,Returned,Completed
T00454,C0004,P109,CMP-003,STR-002,SES-000454,7/18/2024,1,34.55,37.18,ORD-00454,Credit Card,EGP,USA,Chicago,Online,Mobile,NONE,0.32,1.71,1.24,Packed,Refunded
T00455,C0574,P104,CMP-005,STR-001,SES-000455,10/15/2023,1,1271.18,1382.94,ORD-00455,Credit Card,SAR,Bahrain,Riffa,Retail,Desktop,WELCOME10,6.82,63.22,55.36,In Transit,Pending
T00456,C0115,P101,CMP-004,STR-004,SES-000456,6/12/2024,5,789.29,3851.27,ORD-00456,Credit Card,QAR,KSA,Dammam,Retail,Desktop,NONE,282.28,183.21,3.89,Delivered,Refunded
T00457,C0235,P103,CMP-005,STR-002,SES-000457,11/7/2022,3,190.31,611.58,ORD-00457,Cash,KWD,Qatar,Al Rayyan,Retail,Tablet,RAMADAN20,32.64,26.91,46.38,Delivered,Refunded
T00458,C0457,P103,CMP-001,STR-001,SES-000458,9/19/2024,1,1304.76,1357.56,ORD-00458,Google Pay,EUR,Egypt,Giza,Marketplace,Desktop,NONE,30.52,63.71,19.61,Packed,Completed
T00459,C0946,P103,CMP-006,STR-001,SES-000459,11/27/2024,6,1447.50,8944.66,ORD-00459,Google Pay,AED,Egypt,Giza,Marketplace,Tablet,RAMADAN20,184.89,425.01,19.54,In Transit,Pending
T00460,C0858,P106,CMP-001,STR-002,SES-000460,8/26/2023,2,1453.38,2762.43,ORD-00460,Apple Pay,GBP,USA,Austin,Marketplace,Mobile,WELCOME10,283.78,131.15,8.30,Delivered,Refunded
T00461,C0645,P106,CMP-003,STR-005,SES-000461,6/25/2024,4,1415.96,5251.96,ORD-00461,Apple Pay,AED,USA,Austin,Online,Mobile,RAMADAN20,716.93,247.35,57.70,Delivered,Completed
T00462,C0631,P103,CMP-001,STR-002,SES-000462,8/5/2022,5,637.60,3177.77,ORD-00462,Bank Transfer,QAR,UK,London,Marketplace,Tablet,WELCOME10,203.38,149.23,43.92,Packed,Pending
T00463,C0764,P108,CMP-005,STR-001,SES-000463,10/18/2024,2,932.04,1994.44,ORD-00463,Google Pay,EUR,UK,Manchester,Online,Mobile,RAMADAN20,12.27,92.59,50.04,Returned,Refunded
T00464,C0888,P108,CMP-004,STR-002,SES-000464,2/14/2024,1,958.33,905.80,ORD-00464,Bank Transfer,QAR,UAE,Abu Dhabi,Retail,Tablet,NONE,136.18,41.11,42.54,Delivered,Completed
T00465,C0812,P108,CMP-001,STR-004,SES-000465,9/2/2023,5,508.28,2615.42,ORD-00465,Google Pay,QAR,Qatar,Al Rayyan,Retail,Desktop,RAMADAN20,97.98,122.17,49.83,In Transit,Refunded
T00466,C0473,P102,CMP-002,STR-006,SES-000466,7/11/2024,1,533.24,566.45,ORD-00466,Cash,GBP,USA,New York,Retail,Mobile,RAMADAN20,20.37,25.64,27.94,Packed,Completed
T00467,C0960,P103,CMP-004,STR-004,SES-000467,5/22/2024,3,404.16,1170.89,ORD-00467,Apple Pay,BHD,UK,London,Marketplace,Tablet,VIP15,133.43,53.95,37.89,Returned,Completed
T00468,C0351,P105,CMP-006,STR-001,SES-000468,1/23/2023,6,69.35,473.67,ORD-00468,Google Pay,GBP,KSA,Dammam,Marketplace,Desktop,VIP15,1.74,20.72,38.59,In Transit,Completed
T00469,C0921,P104,CMP-005,STR-005,SES-000469,12/19/2022,2,226.26,504.78,ORD-00469,Google Pay,GBP,KSA,Riyadh,Online,Desktop,RAMADAN20,16.89,21.78,47.37,Returned,Pending
T00470,C0829,P103,CMP-002,STR-005,SES-000470,4/30/2024,3,1161.29,3308.16,ORD-00470,Apple Pay,AED,Kuwait,Kuwait City,Online,Tablet,NONE,350.57,156.66,18.20,Delivered,Completed
T00471,C0239,P108,CMP-006,STR-004,SES-000471,5/30/2022,5,140.03,722.28,ORD-00471,Credit Card,SAR,UAE,Sharjah,Marketplace,Mobile,NONE,38.38,33.09,27.42,Delivered,Completed
T00472,C0767,P109,CMP-001,STR-006,SES-000472,2/19/2024,2,337.50,707.72,ORD-00472,Apple Pay,SAR,Egypt,Alexandria,Online,Desktop,RAMADAN20,35.81,31.96,36.57,Returned,Completed
T00473,C0040,P110,CMP-001,STR-004,SES-000473,2/18/2023,5,686.52,3260.89,ORD-00473,Bank Transfer,EGP,Egypt,Cairo,Online,Desktop,NONE,328.29,155.22,1.36,Delivered,Pending
T00474,C0571,P102,CMP-001,STR-001,SES-000474,6/27/2023,3,350.92,1127.09,ORD-00474,Apple Pay,EGP,Kuwait,Kuwait City,Online,Tablet,RAMADAN20,5.60,52.36,27.57,In Transit,Refunded
T00475,C0580,P105,CMP-002,STR-004,SES-000475,4/25/2024,6,303.33,1946.50,ORD-00475,Apple Pay,EUR,Qatar,Al Rayyan,Online,Mobile,RAMADAN20,2.33,90.88,37.97,Returned,Refunded
T00476,C0755,P104,CMP-006,STR-006,SES-000476,7/25/2022,1,481.36,503.10,ORD-00476,Google Pay,GBP,Egypt,Giza,Retail,Tablet,RAMADAN20,5.72,23.78,3.68,Delivered,Completed
T00477,C0112,P105,CMP-002,STR-004,SES-000477,8/21/2023,2,898.08,1899.85,ORD-00477,Google Pay,EUR,Bahrain,Manama,Online,Desktop,WELCOME10,8.28,89.39,22.58,Packed,Pending
T00478,C0894,P102,CMP-004,STR-004,SES-000478,9/8/2023,6,1093.21,6217.43,ORD-00478,Google Pay,QAR,UK,Birmingham,Online,Desktop,VIP15,679.40,293.99,43.58,Returned,Completed
T00479,C0253,P109,CMP-005,STR-003,SES-000479,9/27/2024,3,222.03,681.44,ORD-00479,Apple Pay,QAR,Egypt,Giza,Marketplace,Tablet,RAMADAN20,50.79,30.77,35.37,Packed,Completed
T00480,C0948,P105,CMP-003,STR-003,SES-000480,8/28/2023,1,1098.92,1000.64,ORD-00480,Credit Card,AED,USA,New York,Online,Desktop,RAMADAN20,154.58,47.22,9.08,Delivered,Completed
T00481,C0780,P108,CMP-004,STR-005,SES-000481,10/21/2023,3,573.35,1702.92,ORD-00481,Credit Card,KWD,Kuwait,Kuwait City,Marketplace,Tablet,RAMADAN20,146.00,78.70,50.17,Returned,Completed
T00482,C1000,P107,CMP-005,STR-002,SES-000482,3/17/2023,2,860.61,1645.66,ORD-00482,Credit Card,AED,Kuwait,Hawalli,Retail,Tablet,WELCOME10,206.86,75.72,55.58,In Transit,Completed
T00483,C0965,P104,CMP-005,STR-003,SES-000483,1/11/2023,6,569.62,3242.74,ORD-00483,Bank Transfer,GBP,UAE,Dubai,Online,Mobile,VIP15,355.37,153.12,27.27,Packed,Completed
T00484,C0371,P109,CMP-006,STR-004,SES-000484,3/7/2022,1,350.80,411.94,ORD-00484,Credit Card,BHD,UK,London,Marketplace,Mobile,RAMADAN20,5.00,17.29,48.85,Packed,Completed
T00485,C0374,P109,CMP-002,STR-004,SES-000485,10/18/2022,3,1252.65,3579.26,ORD-00485,Credit Card,KWD,UK,Birmingham,Marketplace,Tablet,VIP15,356.24,170.09,7.46,In Transit,Completed
T00486,C0567,P108,CMP-005,STR-004,SES-000486,5/24/2022,4,1399.42,5730.99,ORD-00486,Cash,GBP,UAE,Sharjah,Marketplace,Tablet,NONE,193.94,270.19,57.06,Delivered,Completed
T00487,C0803,P105,CMP-005,STR-002,SES-000487,11/9/2023,4,259.60,954.49,ORD-00487,Bank Transfer,QAR,Egypt,Cairo,Online,Tablet,WELCOME10,141.53,44.84,12.78,Delivered,Refunded
T00488,C0085,P103,CMP-001,STR-006,SES-000488,10/17/2022,5,645.53,3161.15,ORD-00488,Bank Transfer,QAR,UAE,Abu Dhabi,Online,Tablet,RAMADAN20,258.31,148.47,43.34,Returned,Completed
T00489,C0106,P106,CMP-002,STR-004,SES-000489,6/19/2024,2,94.53,232.63,ORD-00489,Google Pay,AED,Bahrain,Riffa,Marketplace,Desktop,NONE,16.73,8.62,51.68,Packed,Pending
T00490,C0322,P107,CMP-005,STR-003,SES-000490,7/18/2023,3,141.11,459.76,ORD-00490,Apple Pay,SAR,Kuwait,Kuwait City,Online,Mobile,VIP15,18.14,20.26,34.31,Returned,Pending
T00491,C0326,P105,CMP-001,STR-002,SES-000491,3/3/2024,6,1268.47,7874.71,ORD-00491,Credit Card,GBP,USA,New York,Marketplace,Mobile,WELCOME10,113.46,374.87,2.48,Packed,Completed
T00492,C0758,P102,CMP-005,STR-003,SES-000492,12/18/2022,2,902.17,1918.42,ORD-00492,Bank Transfer,SAR,Qatar,Doha,Online,Tablet,NONE,24.08,89.01,49.15,Returned,Completed
T00493,C0819,P110,CMP-005,STR-004,SES-000493,6/10/2022,6,1013.48,5936.26,ORD-00493,Google Pay,QAR,Bahrain,Riffa,Online,Mobile,NONE,466.25,280.73,40.90,Returned,Completed
T00494,C0802,P106,CMP-006,STR-004,SES-000494,9/27/2024,4,1382.41,5753.97,ORD-00494,Bank Transfer,KWD,UK,Birmingham,Online,Tablet,WELCOME10,100.45,271.46,53.32,Delivered,Refunded
T00495,C0251,P104,CMP-002,STR-003,SES-000495,3/31/2023,2,1066.04,2192.53,ORD-00495,Google Pay,BHD,UAE,Dubai,Retail,Tablet,RAMADAN20,62.96,103.46,19.95,Returned,Completed
T00496,C0465,P101,CMP-002,STR-003,SES-000496,2/17/2022,4,1085.63,4324.13,ORD-00496,Bank Transfer,KWD,USA,New York,Online,Tablet,VIP15,248.69,204.69,25.61,Packed,Refunded
T00497,C0084,P101,CMP-004,STR-005,SES-000497,4/19/2024,3,535.56,1485.13,ORD-00497,Bank Transfer,QAR,USA,New York,Marketplace,Desktop,NONE,204.22,70.12,12.55,In Transit,Completed
T00498,C0185,P105,CMP-001,STR-006,SES-000498,6/17/2023,2,863.99,1703.65,ORD-00498,Apple Pay,KWD,Egypt,Cairo,Retail,Desktop,NONE,134.88,79.66,30.89,Delivered,Completed
T00499,C0904,P102,CMP-005,STR-006,SES-000499,11/15/2022,1,1354.97,1341.77,ORD-00499,Apple Pay,SAR,Egypt,Giza,Retail,Mobile,WELCOME10,99.24,62.79,23.25,Returned,Completed
T00500,C0580,P102,CMP-005,STR-005,SES-000500,3/28/2023,5,1265.49,6575.02,ORD-00500,Bank Transfer,EGP,Qatar,Al Rayyan,Online,Desktop,VIP15,100.40,311.35,36.62,Delivered,Completed
T00501,C0869,P109,CMP-001,STR-004,SES-000501,1/12/2024,4,645.95,2740.43,ORD-00501,Cash,EUR,Kuwait,Hawalli,Retail,Desktop,VIP15,3.09,129.04,30.68,Packed,Completed
T00502,C0422,P103,CMP-003,STR-005,SES-000502,6/27/2022,3,214.83,637.59,ORD-00502,Cash,SAR,Kuwait,Hawalli,Marketplace,Desktop,VIP15,50.11,29.72,13.49,Delivered,Refunded
T00503,C0971,P108,CMP-002,STR-001,SES-000503,2/27/2023,1,1272.48,1209.89,ORD-00503,Google Pay,GBP,UAE,Abu Dhabi,Online,Mobile,VIP15,146.54,56.30,27.65,Packed,Refunded
T00504,C0693,P107,CMP-002,STR-003,SES-000504,12/3/2023,5,389.38,1932.97,ORD-00504,Credit Card,SAR,USA,Chicago,Retail,Mobile,VIP15,143.64,90.16,39.55,Returned,Refunded
T00505,C0642,P106,CMP-001,STR-004,SES-000505,3/16/2023,5,186.82,961.61,ORD-00505,Google Pay,QAR,Kuwait,Hawalli,Retail,Tablet,WELCOME10,23.75,45.52,5.74,Returned,Completed
T00506,C0548,P102,CMP-006,STR-002,SES-000506,8/12/2023,1,370.55,380.87,ORD-00506,Google Pay,EUR,Egypt,Giza,Online,Tablet,RAMADAN20,18.55,17.60,11.27,In Transit,Pending
T00507,C0426,P109,CMP-004,STR-003,SES-000507,7/2/2024,3,977.44,2984.32,ORD-00507,Google Pay,QAR,UAE,Dubai,Retail,Mobile,NONE,130.10,140.11,41.99,Returned,Completed
