inventory_snapshot_id,snapshot_date,store_id,product_id,sku,product_name,category,brand,stock_quantity,reserved_quantity,available_quantity,reorder_point,safety_stock,inbound_quantity,outbound_quantity,unit_cost,inventory_value,supplier_name,snapshot_timestamp,stock_status
INV-000414,2025-02-23,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,114,37,77,69,33,39,22,319.08,24569.16,Delta Trade,2025-02-23T00:00:00+00:00,Low
INV-000415,2025-02-24,STR-003,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,460,44,416,43,23,10,86,107.61,44765.76,Delta Trade,2025-02-24T00:00:00+00:00,Out Of Stock
INV-000416,2025-02-25,STR-003,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,55,25,30,105,73,60,25,406.18,12185.40,Prime Distribution,2025-02-25T00:00:00+00:00,Healthy
INV-000417,2025-02-26,STR-006,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,22,5,17,59,26,12,42,252.85,4298.45,Delta Trade,2025-02-26T00:00:00+00:00,Out Of Stock
INV-000418,2025-02-27,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,119,41,78,89,44,34,87,408.21,31840.38,Delta Trade,2025-02-27T00:00:00+00:00,Low
INV-000419,2025-02-28,STR-003,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,64,41,23,22,58,62,83,703.90,16189.70,Delta Trade,2025-02-28T00:00:00+00:00,Out Of Stock
INV-000420,2025-03-01,STR-006,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,307,50,257,32,56,18,21,404.94,104069.58,Vertex Global,2025-03-01T00:00:00+00:00,Out Of Stock
INV-000421,2025-03-02,STR-006,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,76,55,21,65,23,109,27,62.53,1313.13,Vertex Global,2025-03-02T00:00:00+00:00,Healthy
INV-000422,2025-03-03,STR-003,P107,SKU-P107,Webcam 4K,Video,ClearView,292,27,265,94,61,26,61,100.05,26513.25,Vertex Global,2025-03-03T00:00:00+00:00,Healthy
INV-000423,2025-03-04,STR-002,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,300,60,240,88,19,46,49,714.01,171362.40,Alpha Supply,2025-03-04T00:00:00+00:00,Healthy
INV-000424,2025-03-05,STR-001,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,297,4,293,54,28,75,57,743.55,217860.15,Prime Distribution,2025-03-05T00:00:00+00:00,Out Of Stock
INV-000425,2025-03-06,STR-003,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,450,4,446,37,36,99,11,415.07,185121.22,Vertex Global,2025-03-06T00:00:00+00:00,Out Of Stock
INV-000426,2025-03-07,STR-004,P107,SKU-P107,Webcam 4K,Video,ClearView,8,3,5,35,40,66,0,517.73,2588.65,Alpha Supply,2025-03-07T00:00:00+00:00,Low
INV-000427,2025-03-08,STR-001,P109,SKU-P109,Desk Lamp,Office,BrightNest,499,30,469,73,36,11,67,64.31,30161.39,Alpha Supply,2025-03-08T00:00:00+00:00,Healthy
INV-000428,2025-03-09,STR-006,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,229,38,191,93,15,19,13,696.35,133002.85,Delta Trade,2025-03-09T00:00:00+00:00,Out Of Stock
INV-000429,2025-03-10,STR-002,P109,SKU-P109,Desk Lamp,Office,BrightNest,347,31,316,30,75,99,80,115.11,36374.76,Vertex Global,2025-03-10T00:00:00+00:00,Low
INV-000430,2025-03-11,STR-001,P107,SKU-P107,Webcam 4K,Video,ClearView,479,45,434,101,77,60,14,257.93,111941.62,Alpha Supply,2025-03-11T00:00:00+00:00,Low
INV-000431,2025-03-12,STR-006,P104,SKU-P104,Laptop Stand,Office,ErgoLift,94,2,92,80,39,89,13,41.09,3780.28,Vertex Global,2025-03-12T00:00:00+00:00,Low
INV-000432,2025-03-13,STR-005,P104,SKU-P104,Laptop Stand,Office,ErgoLift,447,48,399,30,30,9,3,401.23,160090.77,Alpha Supply,2025-03-13T00:00:00+00:00,Low
INV-000433,2025-03-14,STR-005,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,18,8,10,72,52,73,48,227.65,2276.50,Alpha Supply,2025-03-14T00:00:00+00:00,Out Of Stock
INV-000434,2025-03-15,STR-006,P109,SKU-P109,Desk Lamp,Office,BrightNest,421,10,411,34,80,79,0,198.08,81410.88,Prime Distribution,2025-03-15T00:00:00+00:00,Healthy
INV-000435,2025-03-16,STR-005,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,297,41,256,69,65,14,51,360.13,92193.28,Vertex Global,2025-03-16T00:00:00+00:00,Out Of Stock
INV-000436,2025-03-17,STR-006,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,431,35,396,52,51,46,51,794.11,314467.56,Vertex Global,2025-03-17T00:00:00+00:00,Low
INV-000437,2025-03-18,STR-002,P109,SKU-P109,Desk Lamp,Office,BrightNest,455,51,404,24,44,11,87,60.43,24413.72,Delta Trade,2025-03-18T00:00:00+00:00,Out Of Stock
INV-000438,2025-03-19,STR-005,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,203,20,183,51,70,70,46,98.60,18043.80,Prime Distribution,2025-03-19T00:00:00+00:00,Healthy
INV-000439,2025-03-20,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,428,16,412,30,46,102,45,479.18,197422.16,Delta Trade,2025-03-20T00:00:00+00:00,Healthy
INV-000440,2025-03-21,STR-002,P104,SKU-P104,Laptop Stand,Office,ErgoLift,392,60,332,95,29,93,36,323.90,107534.80,Prime Distribution,2025-03-21T00:00:00+00:00,Low
INV-000441,2025-03-22,STR-004,P107,SKU-P107,Webcam 4K,Video,ClearView,87,42,45,80,78,13,52,721.05,32447.25,Vertex Global,2025-03-22T00:00:00+00:00,Low
INV-000442,2025-03-23,STR-003,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,431,26,405,90,24,0,42,461.48,186899.40,Prime Distribution,2025-03-23T00:00:00+00:00,Low
INV-000443,2025-03-24,STR-002,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,4,1,3,85,26,77,49,258.53,775.59,Alpha Supply,2025-03-24T00:00:00+00:00,Out Of Stock
INV-000444,2025-03-25,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,189,41,148,103,14,101,68,693.56,102646.88,Prime Distribution,2025-03-25T00:00:00+00:00,Low
INV-000445,2025-03-26,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,421,51,370,31,78,105,74,393.60,145632.00,Prime Distribution,2025-03-26T00:00:00+00:00,Out Of Stock
INV-000446,2025-03-27,STR-001,P109,SKU-P109,Desk Lamp,Office,BrightNest,466,30,436,102,32,76,67,467.63,203886.68,Delta Trade,2025-03-27T00:00:00+00:00,Low
INV-000447,2025-03-28,STR-001,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,223,46,177,69,17,2,72,343.40,60781.80,Vertex Global,2025-03-28T00:00:00+00:00,Out Of Stock
INV-000448,2025-03-29,STR-001,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,181,32,149,94,23,12,38,601.18,89575.82,Delta Trade,2025-03-29T00:00:00+00:00,Healthy
INV-000449,2025-03-30,STR-003,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,171,30,141,94,24,43,27,467.87,65969.67,Vertex Global,2025-03-30T00:00:00+00:00,Out Of Stock
INV-000450,2025-03-31,STR-006,P109,SKU-P109,Desk Lamp,Office,BrightNest,138,36,102,95,22,7,98,132.17,13481.34,Alpha Supply,2025-03-31T00:00:00+00:00,Low
INV-000451,2025-04-01,STR-001,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,494,49,445,97,31,109,5,545.17,242600.65,Delta Trade,2025-04-01T00:00:00+00:00,Out Of Stock
INV-000452,2025-04-02,STR-004,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,163,35,128,22,35,38,4,648.09,82955.52,Delta Trade,2025-04-02T00:00:00+00:00,Low
INV-000453,2025-04-03,STR-002,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,196,2,194,42,78,71,92,24.13,4681.22,Prime Distribution,2025-04-03T00:00:00+00:00,Healthy
INV-000454,2025-04-04,STR-002,P109,SKU-P109,Desk Lamp,Office,BrightNest,284,23,261,62,61,51,98,617.76,161235.36,Prime Distribution,2025-04-04T00:00:00+00:00,Low
INV-000455,2025-04-05,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,217,47,170,104,58,17,7,129.44,22004.80,Delta Trade,2025-04-05T00:00:00+00:00,Low
INV-000456,2025-04-06,STR-005,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,265,2,263,52,80,1,1,583.06,153344.78,Alpha Supply,2025-04-06T00:00:00+00:00,Low
INV-000457,2025-04-07,STR-005,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,282,42,240,73,54,89,39,70.34,16881.60,Alpha Supply,2025-04-07T00:00:00+00:00,Healthy
INV-000458,2025-04-08,STR-004,P104,SKU-P104,Laptop Stand,Office,ErgoLift,318,47,271,79,41,79,25,104.92,28433.32,Delta Trade,2025-04-08T00:00:00+00:00,Healthy
INV-000459,2025-04-09,STR-006,P109,SKU-P109,Desk Lamp,Office,BrightNest,205,32,173,83,66,79,30,566.85,98065.05,Alpha Supply,2025-04-09T00:00:00+00:00,Low
INV-000460,2025-04-10,STR-002,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,365,56,309,95,53,117,83,122.71,37917.39,Delta Trade,2025-04-10T00:00:00+00:00,Out Of Stock
INV-000461,2025-04-11,STR-001,P104,SKU-P104,Laptop Stand,Office,ErgoLift,13,6,7,73,47,110,77,816.71,5716.97,Vertex Global,2025-04-11T00:00:00+00:00,Out Of Stock
INV-000462,2025-04-12,STR-004,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,419,41,378,33,77,119,14,291.53,110198.34,Prime Distribution,2025-04-12T00:00:00+00:00,Healthy
INV-000463,2025-04-13,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,54,53,1,56,40,47,65,322.28,322.28,Vertex Global,2025-04-13T00:00:00+00:00,Low
INV-000464,2025-04-14,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,6,1,5,51,47,115,91,782.15,3910.75,Delta Trade,2025-04-14T00:00:00+00:00,Healthy
INV-000465,2025-04-15,STR-002,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,215,13,202,43,75,25,64,797.36,161066.72,Alpha Supply,2025-04-15T00:00:00+00:00,Healthy
INV-000466,2025-04-16,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,349,13,336,52,25,41,29,595.69,200151.84,Alpha Supply,2025-04-16T00:00:00+00:00,Low
INV-000467,2025-04-17,STR-002,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,427,4,423,86,72,59,69,285.11,120601.53,Vertex Global,2025-04-17T00:00:00+00:00,Out Of Stock
INV-000468,2025-04-18,STR-004,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,433,60,373,54,34,71,41,434.89,162213.97,Delta Trade,2025-04-18T00:00:00+00:00,Healthy
INV-000469,2025-04-19,STR-001,P107,SKU-P107,Webcam 4K,Video,ClearView,143,28,115,28,17,68,75,368.48,42375.20,Vertex Global,2025-04-19T00:00:00+00:00,Healthy
INV-000470,2025-04-20,STR-006,P107,SKU-P107,Webcam 4K,Video,ClearView,445,1,444,110,34,106,94,447.70,198778.80,Delta Trade,2025-04-20T00:00:00+00:00,Out Of Stock
INV-000471,2025-04-21,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,377,36,341,99,10,111,68,670.80,228742.80,Prime Distribution,2025-04-21T00:00:00+00:00,Low
INV-000472,2025-04-22,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,396,15,381,115,80,93,28,100.71,38370.51,Prime Distribution,2025-04-22T00:00:00+00:00,Healthy
INV-000473,2025-04-23,STR-003,P107,SKU-P107,Webcam 4K,Video,ClearView,65,57,8,51,37,68,8,306.80,2454.40,Prime Distribution,2025-04-23T00:00:00+00:00,Out Of Stock
INV-000474,2025-04-24,STR-005,P104,SKU-P104,Laptop Stand,Office,ErgoLift,23,3,20,113,62,85,13,890.65,17813.00,Alpha Supply,2025-04-24T00:00:00+00:00,Low
INV-000475,2025-04-25,STR-003,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,196,55,141,104,41,49,65,716.40,101012.40,Vertex Global,2025-04-25T00:00:00+00:00,Out Of Stock
INV-000476,2025-04-26,STR-006,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,345,27,318,34,66,119,30,728.11,231538.98,Delta Trade,2025-04-26T00:00:00+00:00,Out Of Stock
INV-000477,2025-04-27,STR-001,P109,SKU-P109,Desk Lamp,Office,BrightNest,126,53,73,85,78,11,89,375.32,27398.36,Prime Distribution,2025-04-27T00:00:00+00:00,Low
INV-000478,2025-04-28,STR-003,P104,SKU-P104,Laptop Stand,Office,ErgoLift,176,5,171,74,37,66,92,413.56,70718.76,Vertex Global,2025-04-28T00:00:00+00:00,Out Of Stock
INV-000479,2025-04-29,STR-003,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,236,45,191,71,67,17,97,798.94,152597.54,Vertex Global,2025-04-29T00:00:00+00:00,Healthy
INV-000480,2025-04-30,STR-002,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,477,22,455,25,53,118,65,511.05,232527.75,Delta Trade,2025-04-30T00:00:00+00:00,Healthy
INV-000481,2025-01-01,STR-002,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,170,31,139,105,49,44,77,866.23,120405.97,Prime Distribution,2025-01-01T00:00:00+00:00,Low
INV-000482,2025-01-02,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,456,2,454,25,30,39,23,173.29,78673.66,Vertex Global,2025-01-02T00:00:00+00:00,Low
INV-000483,2025-01-03,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,313,3,310,82,14,21,91,210.25,65177.50,Delta Trade,2025-01-03T00:00:00+00:00,Low
INV-000484,2025-01-04,STR-001,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,491,16,475,81,78,82,14,774.49,367882.75,Prime Distribution,2025-01-04T00:00:00+00:00,Out Of Stock
INV-000485,2025-01-05,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,475,53,422,113,59,19,67,893.52,377065.44,Prime Distribution,2025-01-05T00:00:00+00:00,Low
INV-000486,2025-01-06,STR-006,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,130,59,71,94,60,73,10,797.48,56621.08,Alpha Supply,2025-01-06T00:00:00+00:00,Healthy
INV-000487,2025-01-07,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,284,35,249,29,23,41,12,17.74,4417.26,Vertex Global,2025-01-07T00:00:00+00:00,Out Of Stock
INV-000488,2025-01-08,STR-002,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,322,11,311,29,72,54,35,32.23,10023.53,Vertex Global,2025-01-08T00:00:00+00:00,Out Of Stock
INV-000489,2025-01-09,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,35,6,29,65,28,80,60,339.31,9839.99,Alpha Supply,2025-01-09T00:00:00+00:00,Low
INV-000490,2025-01-10,STR-004,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,417,3,414,100,23,77,63,755.67,312847.38,Prime Distribution,2025-01-10T00:00:00+00:00,Low
INV-000491,2025-01-11,STR-004,P107,SKU-P107,Webcam 4K,Video,ClearView,159,58,101,36,13,88,4,60.98,6158.98,Delta Trade,2025-01-11T00:00:00+00:00,Healthy
INV-000492,2025-01-12,STR-006,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,175,50,125,67,67,99,68,770.90,96362.50,Delta Trade,2025-01-12T00:00:00+00:00,Out Of Stock
INV-000493,2025-01-13,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,263,20,243,38,24,83,78,444.97,108127.71,Vertex Global,2025-01-13T00:00:00+00:00,Low
INV-000494,2025-01-14,STR-005,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,190,3,187,90,16,81,39,481.97,90128.39,Vertex Global,2025-01-14T00:00:00+00:00,Out Of Stock
INV-000495,2025-01-15,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,418,48,370,57,26,90,43,36.30,13431.00,Alpha Supply,2025-01-15T00:00:00+00:00,Low
INV-000496,2025-01-16,STR-006,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,464,11,453,69,67,9,58,432.63,195981.39,Prime Distribution,2025-01-16T00:00:00+00:00,Low
INV-000497,2025-01-17,STR-001,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,168,38,130,24,13,120,100,817.28,106246.40,Prime Distribution,2025-01-17T00:00:00+00:00,Healthy
INV-000498,2025-01-18,STR-006,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,254,34,220,59,42,82,78,755.66,166245.20,Vertex Global,2025-01-18T00:00:00+00:00,Healthy
INV-000499,2025-01-19,STR-006,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,396,60,336,69,75,4,28,69.12,23224.32,Prime Distribution,2025-01-19T00:00:00+00:00,Healthy
INV-000500,2025-01-20,STR-002,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,38,6,32,46,15,42,71,705.72,22583.04,Alpha Supply,2025-01-20T00:00:00+00:00,Healthy
INV-000501,2025-01-21,STR-001,P104,SKU-P104,Laptop Stand,Office,ErgoLift,143,35,108,36,73,61,36,174.71,18868.68,Vertex Global,2025-01-21T00:00:00+00:00,Out Of Stock
INV-000502,2025-01-22,STR-005,P104,SKU-P104,Laptop Stand,Office,ErgoLift,167,9,158,49,77,38,90,118.69,18753.02,Vertex Global,2025-01-22T00:00:00+00:00,Healthy
INV-000503,2025-01-23,STR-001,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,156,59,97,77,49,86,71,475.67,46139.99,Vertex Global,2025-01-23T00:00:00+00:00,Out Of Stock
INV-000504,2025-01-24,STR-005,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,57,39,18,77,74,22,58,389.12,7004.16,Prime Distribution,2025-01-24T00:00:00+00:00,Healthy
INV-000505,2025-01-25,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,388,20,368,98,48,3,81,555.61,204464.48,Delta Trade,2025-01-25T00:00:00+00:00,Low
INV-000506,2025-01-26,STR-006,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,156,22,134,92,20,23,74,797.86,106913.24,Vertex Global,2025-01-26T00:00:00+00:00,Healthy
INV-000507,2025-01-27,STR-001,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,137,41,96,86,79,3,52,181.19,17394.24,Prime Distribution,2025-01-27T00:00:00+00:00,Out Of Stock
INV-000508,2025-01-28,STR-006,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,352,45,307,93,53,64,39,405.58,124513.06,Alpha Supply,2025-01-28T00:00:00+00:00,Out Of Stock
INV-000509,2025-01-29,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,410,59,351,116,34,48,14,238.38,83671.38,Vertex Global,2025-01-29T00:00:00+00:00,Low
INV-000510,2025-01-30,STR-006,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,12,12,0,22,53,104,51,781.25,0.00,Delta Trade,2025-01-30T00:00:00+00:00,Healthy
INV-000511,2025-01-31,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,390,59,331,80,47,114,75,793.55,262665.05,Prime Distribution,2025-01-31T00:00:00+00:00,Out Of Stock
INV-000512,2025-02-01,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,82,4,78,113,77,0,53,566.77,44208.06,Delta Trade,2025-02-01T00:00:00+00:00,Low
INV-000513,2025-02-02,STR-004,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,125,37,88,46,43,111,56,809.23,71212.24,Alpha Supply,2025-02-02T00:00:00+00:00,Healthy
INV-000514,2025-02-03,STR-006,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,26,16,10,81,37,80,31,273.87,2738.70,Alpha Supply,2025-02-03T00:00:00+00:00,Low
INV-000515,2025-02-04,STR-001,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,29,5,24,38,59,41,93,634.46,15227.04,Vertex Global,2025-02-04T00:00:00+00:00,Low
INV-000516,2025-02-05,STR-006,P104,SKU-P104,Laptop Stand,Office,ErgoLift,287,28,259,58,19,29,86,187.87,48658.33,Prime Distribution,2025-02-05T00:00:00+00:00,Out Of Stock
INV-000517,2025-02-06,STR-006,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,380,57,323,52,58,91,1,327.77,105869.71,Vertex Global,2025-02-06T00:00:00+00:00,Low
INV-000518,2025-02-07,STR-005,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,197,25,172,38,66,104,95,834.62,143554.64,Alpha Supply,2025-02-07T00:00:00+00:00,Healthy
INV-000519,2025-02-08,STR-001,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,359,18,341,113,33,6,13,217.97,74327.77,Prime Distribution,2025-02-08T00:00:00+00:00,Low
INV-000520,2025-02-09,STR-002,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,120,59,61,88,57,28,72,774.06,47217.66,Alpha Supply,2025-02-09T00:00:00+00:00,Healthy
INV-000521,2025-02-10,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,92,15,77,116,43,31,44,343.81,26473.37,Delta Trade,2025-02-10T00:00:00+00:00,Healthy
INV-000522,2025-02-11,STR-005,P107,SKU-P107,Webcam 4K,Video,ClearView,237,45,192,50,35,41,4,118.83,22815.36,Vertex Global,2025-02-11T00:00:00+00:00,Low
INV-000523,2025-02-12,STR-002,P107,SKU-P107,Webcam 4K,Video,ClearView,189,44,145,48,30,72,14,683.12,99052.40,Prime Distribution,2025-02-12T00:00:00+00:00,Low
INV-000524,2025-02-13,STR-002,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,164,27,137,29,44,87,66,325.68,44618.16,Delta Trade,2025-02-13T00:00:00+00:00,Healthy
INV-000525,2025-02-14,STR-004,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,141,47,94,44,23,64,43,342.48,32193.12,Delta Trade,2025-02-14T00:00:00+00:00,Out Of Stock
INV-000526,2025-02-15,STR-003,P104,SKU-P104,Laptop Stand,Office,ErgoLift,489,59,430,29,34,90,52,351.85,151295.50,Vertex Global,2025-02-15T00:00:00+00:00,Out Of Stock
INV-000527,2025-02-16,STR-005,P109,SKU-P109,Desk Lamp,Office,BrightNest,282,17,265,104,50,45,63,827.61,219316.65,Alpha Supply,2025-02-16T00:00:00+00:00,Healthy
INV-000528,2025-02-17,STR-006,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,232,52,180,98,79,44,85,700.41,126073.80,Alpha Supply,2025-02-17T00:00:00+00:00,Healthy
INV-000529,2025-02-18,STR-001,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,37,34,3,23,56,13,73,311.17,933.51,Delta Trade,2025-02-18T00:00:00+00:00,Out Of Stock
INV-000530,2025-02-19,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,476,37,439,88,29,29,92,768.05,337173.95,Alpha Supply,2025-02-19T00:00:00+00:00,Healthy
INV-000531,2025-02-20,STR-004,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,35,2,33,83,80,64,61,885.34,29216.22,Alpha Supply,2025-02-20T00:00:00+00:00,Out Of Stock
INV-000532,2025-02-21,STR-004,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,172,26,146,101,40,31,35,429.99,62778.54,Prime Distribution,2025-02-21T00:00:00+00:00,Healthy
INV-000533,2025-02-22,STR-006,P109,SKU-P109,Desk Lamp,Office,BrightNest,122,3,119,24,63,4,73,200.99,23917.81,Delta Trade,2025-02-22T00:00:00+00:00,Healthy
INV-000534,2025-02-23,STR-005,P107,SKU-P107,Webcam 4K,Video,ClearView,465,40,425,39,28,13,54,60.46,25695.50,Prime Distribution,2025-02-23T00:00:00+00:00,Low
INV-000535,2025-02-24,STR-006,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,358,51,307,105,33,11,60,504.87,154995.09,Prime Distribution,2025-02-24T00:00:00+00:00,Low
INV-000536,2025-02-25,STR-001,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,389,22,367,30,39,88,3,757.88,278141.96,Delta Trade,2025-02-25T00:00:00+00:00,Low
INV-000537,2025-02-26,STR-006,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,46,9,37,89,37,10,26,650.91,24083.67,Alpha Supply,2025-02-26T00:00:00+00:00,Out Of Stock
INV-000538,2025-02-27,STR-002,P104,SKU-P104,Laptop Stand,Office,ErgoLift,318,56,262,75,28,24,27,839.76,220017.12,Delta Trade,2025-02-27T00:00:00+00:00,Low
INV-000539,2025-02-28,STR-003,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,129,0,129,33,71,104,4,685.04,88370.16,Vertex Global,2025-02-28T00:00:00+00:00,Healthy
INV-000540,2025-03-01,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,51,18,33,50,80,88,33,875.32,28885.56,Delta Trade,2025-03-01T00:00:00+00:00,Healthy
INV-000541,2025-03-02,STR-002,P107,SKU-P107,Webcam 4K,Video,ClearView,243,57,186,113,76,5,57,392.26,72960.36,Alpha Supply,2025-03-02T00:00:00+00:00,Out Of Stock
INV-000542,2025-03-03,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,177,50,127,59,49,52,2,317.27,40293.29,Alpha Supply,2025-03-03T00:00:00+00:00,Out Of Stock
INV-000543,2025-03-04,STR-006,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,254,53,201,109,23,97,56,854.68,171790.68,Alpha Supply,2025-03-04T00:00:00+00:00,Healthy
INV-000544,2025-03-05,STR-002,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,174,47,127,72,79,63,71,550.81,69952.87,Prime Distribution,2025-03-05T00:00:00+00:00,Out Of Stock
INV-000545,2025-03-06,STR-004,P109,SKU-P109,Desk Lamp,Office,BrightNest,61,7,54,36,49,55,35,563.03,30403.62,Delta Trade,2025-03-06T00:00:00+00:00,Out Of Stock
INV-000546,2025-03-07,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,223,55,168,70,70,48,42,185.20,31113.60,Prime Distribution,2025-03-07T00:00:00+00:00,Healthy
INV-000547,2025-03-08,STR-001,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,84,45,39,116,55,69,57,129.41,5046.99,Prime Distribution,2025-03-08T00:00:00+00:00,Out Of Stock
INV-000548,2025-03-09,STR-002,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,406,35,371,99,23,110,22,612.43,227211.53,Delta Trade,2025-03-09T00:00:00+00:00,Healthy
INV-000549,2025-03-10,STR-002,P104,SKU-P104,Laptop Stand,Office,ErgoLift,285,24,261,40,72,96,7,412.45,107649.45,Vertex Global,2025-03-10T00:00:00+00:00,Low
INV-000550,2025-03-11,STR-006,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,81,10,71,68,41,17,41,253.78,18018.38,Prime Distribution,2025-03-11T00:00:00+00:00,Out Of Stock
INV-000551,2025-03-12,STR-002,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,356,8,348,96,71,48,52,515.21,179293.08,Prime Distribution,2025-03-12T00:00:00+00:00,Out Of Stock
